ts_code,end_date,ann_date,roe_yearly,roa,grossprofit_margin,netprofit_margin,debt_ratio,revenue_yoy,netprofit_yoy,op_yoy,eps,bps,total_assets,total_liab,current_assets,current_liab,operating_cf
000001.SZ,20251231,20260321,8.1514,None,None,32.4348,,,-4.2127,-6.8797,2.07,23.2522,,,,,
000001.SZ,20250930,20251025,10.0948,None,None,38.0846,,,-3.4987,-3.7018,1.87,23.0846,,,,,
000001.SZ,20250630,20250823,9.8994,None,None,35.8435,,,-3.8989,-6.1863,1.18,22.6791,,,,,
000001.SZ,20250331,20250419,11.266,None,None,41.8167,,,-5.5987,-8.8606,0.62,22.4756,,,,,
000001.SZ,20250331,20250419,11.266,None,None,41.8167,,,-5.5987,-8.8606,0.62,22.4755,,,,,
000001.SZ,20241231,20250315,9.2038,None,None,30.3405,,,-4.1912,-4.6989,2.15,21.8951,,,,,
000001.SZ,20240930,20241019,11.0037,None,None,35.6052,,,0.2372,-2.4018,1.94,21.6699,,,,,
000001.SZ,20240630,20240816,10.8484,None,None,33.5516,,,1.938,0.4697,1.23,21.2268,,,,,
000001.SZ,20240630,20240816,10.8484,None,None,33.5516,,,1.938,0.4697,nan,21.2268,,,,,
000001.SZ,20240331,20240420,12.4704,None,None,38.5143,,,2.26,1.0071,0.66,21.4178,,,,,
000001.SZ,20231231,20240315,10.2436,None,None,28.206,,,2.063,0.7882,2.25,20.7351,,,,,
000001.SZ,20230930,20231025,11.7367,None,None,31.0536,,,8.1181,5.9445,1.94,20.4018,,,,,
000001.SZ,20230630,20230824,11.4516,None,None,28.6503,,,14.9357,14.2198,1.2,19.6914,,,,,
000001.SZ,20230331,20230425,13.2532,None,None,32.3784,,,13.6342,12.4174,0.65,19.4168,,,,,
000001.SZ,20230331,20230425,13.2532,None,None,32.3784,,,13.6342,12.4174,0.65,19.4168,,,,,
000002.SZ,20251231,20260401,-55.422,-5.7894,9.4612,-39.3304,,,-78.98,-55.5503,-7.4453,9.7987,,,,,
000002.SZ,20250930,20251031,-19.7423,-1.7282,9.5844,-17.4961,,,-56.1354,-64.0632,-2.3578,14.7314,,,,,
000002.SZ,20250630,20250823,-12.1252,-0.4789,9.9681,-10.3158,,,-21.2542,-14.179,-1.0075,16.0461,,,,,
000002.SZ,20250331,20250430,-12.5112,-0.382,6.1003,-16.8845,,,-1625.6268,-1079.8651,-0.5268,16.4893,,,,,
000002.SZ,20250331,20250430,-12.5112,-0.382,6.1003,-16.8845,,,-1625.6268,-1079.8651,-0.5268,16.4893,,,,,
000002.SZ,20241231,20250401,-21.823,-2.9938,10.1731,-14.1921,,,-506.8052,-256.0381,-4.17,16.987,,,,,
000002.SZ,20240930,20241031,-9.8677,-0.8311,9.5021,-7.4573,,,-231.728,-151.9886,-1.5132,19.6233,,,,,
000002.SZ,20240630,20240831,-8.0026,-0.4087,8.1152,-5.9678,,,-199.8179,-138.0042,-0.8309,20.2568,,,,,
000002.SZ,20240331,20240430,-0.5776,0.1106,10.8216,0.5379,,,-125.0356,-83.3843,-0.0305,21.0074,,,,,
000002.SZ,20231231,20240329,4.9294,1.9955,15.235,4.3921,,,-46.3929,-43.7781,1.03,21.0201,,,,,
000002.SZ,20230930,20231028,7.3293,1.8011,17.5806,7.2431,,,-20.3112,-24.6638,1.1585,21.1981,,,,,
000002.SZ,20230630,20230831,8.0244,1.3055,18.8665,7.5504,,,-19.4331,-16.1049,0.84,20.8979,,,,,
000002.SZ,20230331,20230429,2.3668,0.2987,15.4473,4.1384,,,1.1555,3.0412,0.1251,20.6201,,,,,
000002.SZ,20230331,20230429,2.3668,0.2987,15.4473,4.1384,,,1.1555,3.0412,0.1251,20.6201,,,,,
000006.SZ,20251231,20260403,-0.7851,0.9015,19.0963,-1.3439,,,97.3056,100.3011,-0.0313,3.9715,,,,,
000006.SZ,20250930,20251030,-0.1728,0.7447,18.5352,0.389,,,98.6635,103.7311,-0.0052,3.9976,,,,,
000006.SZ,20250630,20250829,-2.6442,0.0581,16.3226,-3.8507,,,79.4861,85.4982,-0.0526,3.9502,,,,,
000006.SZ,20250630,20250829,-2.6442,0.0581,16.3226,-3.8507,,,79.4861,85.4982,nan,3.9502,,,,,
000006.SZ,20250331,20250426,-1.9244,0.0733,16.5205,-1.4921,,,2.4876,6.3609,-0.0192,3.9836,,,,,
000006.SZ,20241231,20250426,-25.3454,-7.3544,8.0094,-28.8782,,,-95.3977,-221.0494,-1.1618,4.0028,,,,,
000006.SZ,20240930,20241031,-10.4025,-1.88,7.6584,-13.0995,,,-42612.7965,-19312.6539,-0.3878,4.7768,,,,,
000006.SZ,20240630,20240830,-10.1776,-1.2906,8.0586,-12.8221,,,-4176.1797,-7410.3338,-0.2563,4.9083,,,,,
000006.SZ,20240331,20240427,-1.5288,0.0659,29.1843,-11.3997,,,-120.0722,-39.1898,-0.0197,5.1449,,,,,
000006.SZ,20231231,20240427,-10.7927,-1.3205,39.1101,-32.0827,,,-291.2813,-172.5878,-0.5946,5.1646,,,,,
000006.SZ,20230930,20231027,-0.0208,0.5314,38.683,-0.5073,,,-100.6096,-101.1488,-0.0009,5.7583,,,,,
000006.SZ,20230630,20230825,0.2164,0.3991,34.3734,1.1971,,,-96.1899,-98.1698,0.0063,5.7655,,,,,
000006.SZ,20230331,20230429,-0.6124,0.1137,37.5656,-4.9118,,,-127.2009,-134.6206,-0.009,5.8443,,,,,
000006.SZ,20230331,20230429,-0.6124,0.1137,37.5656,-4.9118,,,-127.2009,-134.6206,-0.009,5.8443,,,,,
000007.SZ,20251231,20260429,1.0691,1.2219,12.3725,0.1588,,,-96.5842,-89.2359,0.0056,0.5232,,,,,
000007.SZ,20250930,20251031,2.5184,1.3744,11.3172,0.8218,,,7.6154,-48.8138,0.0099,0.5273,,,,,
000007.SZ,20250630,20250830,3.745,1.3227,10.933,1.466,,,9.4399,-20.1319,0.0098,0.5272,,,,,
000007.SZ,20250331,20250430,3.9356,0.7619,11.5603,1.6777,,,176.5879,26.4091,0.0051,0.5225,,,,,
000007.SZ,20241231,20250425,36.996,15.8065,14.8228,18.3731,,,56.8607,-11.684,0.16,0.5174,,,,,
000007.SZ,20240930,20241031,3.3253,0.8958,18.9727,1.063,,,-70.7195,-69.9878,0.0092,0.3722,,,,,
000007.SZ,20240630,20240831,4.8638,0.6625,23.3641,2.5362,,,-74.4905,-78.962,0.0089,0.3719,,,,,
000007.SZ,20240331,20240429,2.0328,0.2471,22.8271,0.8429,,,375.9706,-61.7779,0.0018,0.3648,,,,,
000007.SZ,20231231,20240429,33.2621,10.0786,21.5492,16.8663,,,773.5048,391.384,0.1038,0.363,,,,,
000007.SZ,20230930,20231031,15.0747,2.4418,17.8688,5.2266,,,221.4223,5169.5846,0.0313,0.2926,,,,,
000007.SZ,20230630,20230830,25.1314,2.8306,17.8797,9.5118,,,221.4911,870.6016,0.035,0.2963,,,,,
000007.SZ,20230630,20230830,25.1314,2.8306,17.8797,9.5118,,,221.4911,870.6016,nan,0.2963,,,,,
000007.SZ,20230331,20230429,-1.0276,-0.169,21.9064,-1.2886,,,94.7749,262.1546,-0.0007,0.2606,,,,,
000007.SZ,20230331,20230429,-1.0276,-0.169,21.9064,-1.2886,,,94.7749,262.1546,-0.0007,0.2606,,,,,
000008.SZ,20251231,20260418,-32.0108,-7.5992,27.0049,-39.3766,,,-53.1635,-29.9634,-0.3075,0.8053,,,,,
000008.SZ,20251231,20260418,-32.0108,-7.5992,27.0049,-39.3766,,,-53.1635,-29.9634,-0.3075,0.8053,,,,,
000008.SZ,20250930,20251027,-3.9013,0.1483,27.1665,-7.8055,,,51.5025,60.3365,-0.0321,1.0791,,,,,
000008.SZ,20250630,20250827,-6.37,-0.2309,30.2141,-16.6336,,,45.5957,53.6329,-0.035,1.0796,,,,,
000008.SZ,20250331,20250429,-5.664,-0.0282,30.8498,-18.5614,,,12.3256,29.3301,-0.0157,1.1006,,,,,
000008.SZ,20250331,20250429,-5.664,-0.0282,30.8498,-18.5614,,,12.3256,29.3301,-0.0157,1.1006,,,,,
000008.SZ,20241231,20250419,-16.568,-3.7607,23.6942,-27.4266,,,34.1632,22.5318,-0.2,1.1158,,,,,
000008.SZ,20240930,20241031,-6.9225,-0.7807,28.8195,-18.4533,,,-23.6916,-61.4204,-0.0662,1.243,,,,,
000008.SZ,20240630,20240830,-10.0666,-1.1608,31.4285,-35.5835,,,-108.795,-158.6763,-0.0643,1.2459,,,,,
000008.SZ,20240331,20240430,-5.5108,-0.0998,42.0179,-29.7497,,,-47.5565,-130.1874,-0.0179,1.2907,,,,,
000008.SZ,20231231,20240416,-20.8947,-6.1376,24.4123,-32.8261,,,2.1252,6.5544,-0.31,1.3076,,,,,
000008.SZ,20231231,20240416,-20.8947,-6.1376,24.4123,-32.8261,,,2.1252,6.5544,-0.31,1.3076,,,,,
000008.SZ,20230930,20231028,-4.5064,-0.1789,34.0358,-11.1782,,,16.9767,17.4111,-0.0534,1.5565,,,,,
000008.SZ,20230630,20230826,-3.8576,0.0203,33.4892,-10.1818,,,0.7532,1.2152,-0.0307,1.5803,,,,,
000008.SZ,20230331,20230428,-3.0224,0.1394,36.7599,-7.1309,,,35.8222,51.2849,-0.0121,1.5996,,,,,
000008.SZ,20230331,20230428,-3.0224,0.1394,36.7599,-7.1309,,,35.8222,51.2849,-0.0121,1.5996,,,,,
000009.SZ,20251231,20260425,2.0386,3.9402,25.8185,5.8617,,,17.62,19.5581,0.0787,3.8792,,,,,
000009.SZ,20250930,20251031,3.7777,3.5446,26.5713,7.8449,,,-26.5055,34.5943,0.1098,3.9075,,,,,
000009.SZ,20250630,20250829,4.886,2.3134,27.7551,7.7734,,,24.5133,31.3718,0.0945,3.8938,,,,,
000009.SZ,20250331,20250430,6.7364,1.1704,28.2527,8.6157,,,138.195,47.9351,0.0654,3.918,,,,,
000009.SZ,20250331,20250430,6.7364,1.1704,28.2527,8.6157,,,138.195,47.9351,0.0654,3.918,,,,,
000009.SZ,20241231,20250416,1.7396,3.4186,27.2782,5.1035,,,-77.1798,-35.8746,0.0669,3.8441,,,,,
000009.SZ,20240930,20241031,5.118,2.8442,27.2939,6.2632,,,-43.2029,-37.84,0.1494,3.9344,,,,,
000009.SZ,20240630,20240830,3.9334,1.8885,26.9113,5.8577,,,-60.1781,-37.7218,0.0759,3.8689,,,,,
000009.SZ,20240331,20240430,2.8344,0.851,26.5323,5.5197,,,-70.4306,-43.2561,0.0274,3.8945,,,,,
000009.SZ,20231231,20240416,7.9352,5.2044,20.7978,5.4759,,,-34.6255,-23.0455,0.2933,3.8509,,,,,
000009.SZ,20230930,20231031,9.5337,4.3064,19.8638,6.0773,,,17.8938,1.9929,0.2631,3.8171,,,,,
000009.SZ,20230630,20230829,10.4684,2.8973,18.7128,6.179,,,16.18,3.3999,0.1906,3.7426,,,,,
000009.SZ,20230331,20230429,10.3108,1.418,18.531,5.6665,,,44.9404,16.1684,0.0928,3.6587,,,,,
000009.SZ,20230331,20230429,10.3108,1.418,18.531,5.6665,,,44.9404,16.1684,0.0928,3.6587,,,,,
000011.SZ,20251231,20260328,1.003,1.5058,27.1108,0.1969,,,103.0397,109.0772,0.0569,5.6964,,,,,
000011.SZ,20250930,20251030,1.2719,0.7734,25.0352,1.5188,,,799.7779,23761.1087,0.0541,5.6944,,,,,
000011.SZ,20250630,20250829,0.8566,0.4009,25.2231,0.9261,,,56.6142,79.4632,0.0242,5.6645,,,,,
000011.SZ,20250331,20250429,0.5952,0.2035,25.8386,0.6416,,,979.7903,313.9369,0.0084,5.6485,,,,,
000011.SZ,20250331,20250429,0.5952,0.2035,25.8386,0.6416,,,979.7903,313.9369,0.0084,5.6485,,,,,
000011.SZ,20241231,20250329,-27.7875,-7.167,17.7073,-47.0764,,,-340.2436,-267.2025,-1.8705,5.6406,,,,,
000011.SZ,20240930,20241031,0.1045,0.1115,20.244,-0.4336,,,-98.4521,-100.0483,0.006,7.5153,,,,,
000011.SZ,20240930,20241031,0.1045,0.1115,20.244,-0.4336,,,-98.4521,-100.0483,0.006,7.5153,,,,,
000011.SZ,20240630,20240828,0.4028,0.1178,21.8377,0.1544,,,-95.8296,-97.9121,0.0155,7.5259,,,,,
000011.SZ,20240331,20240427,0.0396,0.0141,17.7117,-0.924,,,-96.4925,-131.7333,0.0008,7.8228,,,,,
000011.SZ,20231231,20240330,10.2269,4.535,24.6733,15.1717,,,-13.6382,-4.8866,0.7786,7.8221,,,,,
000011.SZ,20230930,20231030,6.9781,2.2111,28.0237,9.3564,,,-49.2367,-47.8328,0.3882,7.4307,,,,,
000011.SZ,20230630,20230828,10.0062,2.0279,27.9882,11.2648,,,-11.9212,-11.6576,0.3707,7.4131,,,,,
000011.SZ,20230331,20230428,1.196,0.1617,24.5903,2.3722,,,-93.9771,-95.1638,0.0222,7.4277,,,,,
000011.SZ,20230331,20230428,1.196,0.1617,24.5903,2.3722,,,-93.9771,-95.1638,0.0222,7.4277,,,,,
000012.SZ,20251231,20260428,0.942,0.9786,14.6082,0.7678,,,-52.8931,-82.4873,0.04,4.281,,,,,
000012.SZ,20250930,20251029,1.4973,0.9016,13.8777,1.335,,,-80.8766,-85.039,0.05,4.3149,,,,,
000012.SZ,20250930,20251029,1.4973,0.9016,13.8777,1.335,,,-80.8766,-85.039,0.05,4.3149,,,,,
000012.SZ,20250630,20250819,1.1144,0.4828,14.5218,0.9948,,,-89.8335,-94.2308,0.02,4.3037,,,,,
000012.SZ,20250331,20250428,0.4688,0.1942,13.3405,0.2993,,,-95.1226,-98.1084,0.005,4.4125,,,,,
000012.SZ,20250331,20250428,0.4688,0.1942,13.3405,0.2993,,,-95.1226,-98.1084,0.005,4.4125,,,,,
000012.SZ,20241231,20250428,1.9341,1.5458,16.8663,1.602,,,-83.8868,-81.6358,0.09,4.4081,,,,,
000012.SZ,20240930,20241030,7.4576,3.0144,19.0729,6.5294,,,-46.3786,-48.0944,0.26,4.5823,,,,,
000012.SZ,20240930,20241030,7.4576,3.0144,19.0729,6.5294,,,-46.3786,-48.0944,0.26,4.5823,,,,,
000012.SZ,20240630,20240826,10.4468,2.8215,21.6071,8.9281,,,-17.5796,-15.7596,0.24,4.5656,,,,,
000012.SZ,20240331,20240429,9.1576,1.3449,21.3104,8.0546,,,-17.9181,-18.963,0.11,4.6809,,,,,
000012.SZ,20231231,20240426,12.3068,6.3546,22.2799,8.4993,,,-18.731,-28.3143,0.54,4.5758,,,,,
000012.SZ,20231231,20240426,12.3068,6.3546,22.2799,8.4993,,,-18.731,-28.3143,0.54,4.5758,,,,,
000012.SZ,20230930,20231031,14.6379,6.1263,22.7598,10.8026,,,-11.1392,-19.4045,0.48,4.515,,,,,
000012.SZ,20230630,20230829,13.3712,3.851,22.5756,10.5121,,,-11.1565,-18.783,0.29,4.4791,,,,,
000012.SZ,20230331,20230426,12.1484,1.918,22.2354,9.6411,,,3.3161,-0.8129,0.13,4.3148,,,,,
000012.SZ,20230331,20230426,12.1484,1.918,22.2354,9.6411,,,3.3161,-0.8129,0.13,4.3148,,,,,
000014.SZ,20251231,20260318,-9.7107,-6.7518,-1.1727,-48.2381,,,-1014.2391,-345.9741,-0.62,6.0864,,,,,
000014.SZ,20251231,20260318,-9.7107,-6.7518,-1.1727,-48.2381,,,-1014.2391,-345.9741,nan,6.0864,,,,,
000014.SZ,20250930,20251031,-2.6728,-1.8797,21.4782,-155.7153,,,-168.7334,-163.887,-0.1331,6.5745,,,,,
000014.SZ,20250630,20250830,-2.3494,-1.113,28.5805,-133.9881,,,-135.0414,-132.6437,-0.08,6.6293,,,,,
000014.SZ,20250331,20250426,-2.3568,-0.5877,30.3141,-121.0462,,,-120.5634,-119.0456,-0.0394,6.6682,,,,,
000014.SZ,20241231,20250329,1.0019,2.2828,51.7117,4.7438,,,-96.848,-91.5413,0.07,6.7076,,,,,
000014.SZ,20240930,20241031,3.7731,2.5211,49.4237,14.391,,,-90.5314,-90.352,0.1937,6.8333,,,,,
000014.SZ,20240930,20241031,3.7731,2.5211,49.4237,14.391,,,-90.5314,-90.352,0.1937,6.8333,,,,,
000014.SZ,20240630,20240830,6.5178,2.9257,50.2444,19.9432,,,-87.6768,-87.5337,0.2235,6.8632,,,,,
000014.SZ,20240331,20240426,11.0264,2.5134,50.4698,21.9678,,,-71.2935,-70.7137,0.1916,7.0473,,,,,
000014.SZ,20231231,20240330,36.9255,24.8867,66.5905,37.7471,,,109.8153,481.2876,2.16,6.8556,,,,,
000014.SZ,20230930,20231031,47.1636,23.2015,66.741,40.5263,,,167.6006,1954.6213,2.0455,6.7455,,,,,
000014.SZ,20230630,20230829,64.0196,20.4042,65.5982,41.5324,,,901.5173,1026.2406,1.814,6.514,,,,,
000014.SZ,20230331,20230428,51.8092,6.8489,67.2051,41.4858,,,929.3448,1108.5991,0.67,5.4875,,,,,
000014.SZ,20230331,20230428,51.8092,6.8489,67.2051,41.4858,,,929.3448,1108.5991,0.67,5.4875,,,,,
000017.SZ,20251231,20260421,11.2989,12.4635,10.5853,5.6254,,,144.1589,179.0366,0.0597,0.5576,,,,,
000017.SZ,20250930,20251030,11.4893,9.3114,9.6852,5.4269,,,316.8243,402.5059,0.0449,0.5431,,,,,
000017.SZ,20250630,20250819,10.5268,5.1902,10.8939,5.9152,,,224.7978,258.4595,0.0269,0.5251,,,,,
000017.SZ,20250331,20250429,6.8144,1.7222,7.9324,3.719,,,83.6221,80.1308,0.0086,0.5071,,,,,
000017.SZ,20250331,20250429,6.8144,1.7222,7.9324,3.719,,,83.6221,80.1308,0.0086,0.5071,,,,,
000017.SZ,20241231,20250422,5.1631,5.5559,5.9386,2.7313,,,-5.9027,5.5324,0.0244,0.4988,,,,,
000017.SZ,20240930,20241030,3.1671,2.6481,6.6382,2.4844,,,46.8585,-0.4812,0.0108,0.4588,,,,,
000017.SZ,20240930,20241030,3.1671,2.6481,6.6382,2.4844,,,46.8585,-0.4812,0.0108,0.4588,,,,,
000017.SZ,20240630,20240827,3.6696,2.0653,5.857,2.5799,,,17.5913,-17.06,0.0083,0.4563,,,,,
000017.SZ,20240630,20240827,3.6696,2.0653,5.857,2.5799,,,17.5913,-17.06,0.0083,0.4563,,,,,
000017.SZ,20240331,20240427,4.1444,1.1942,5.3,2.8158,,,12.8892,-19.5384,0.0047,0.4527,,,,,
000017.SZ,20231231,20240423,5.9784,4.8387,6.4867,3.1673,,,335.0454,412.4944,0.026,0.448,,,,,
000017.SZ,20230930,20231031,2.3443,2.0534,5.1909,1.7591,,,317.0557,387.2751,0.0073,0.4132,,,,,
000017.SZ,20230630,20230829,3.324,1.876,4.9539,2.0263,,,427.7886,645.2176,0.0071,0.428,,,,,
000017.SZ,20230331,20230428,3.9084,1.1015,5.5119,2.3501,,,415.1201,599.5778,0.0041,0.4251,,,,,
000017.SZ,20230331,20230428,3.9084,1.1015,5.5119,2.3501,,,415.1201,599.5778,0.0041,0.4251,,,,,
000019.SZ,20251231,20260428,4.9093,6.5978,16.0186,4.4186,,,-25.2356,-0.3742,0.211,4.3285,,,,,
000019.SZ,20250930,20251028,6.5539,4.4866,16.9132,6.2125,,,-0.298,-0.2942,0.2113,4.3288,,,,,
000019.SZ,20250630,20250820,7.1534,3.2229,18.542,7.3809,,,36.4448,33.2463,0.1527,4.2712,,,,,
000019.SZ,20250331,20250429,7.3568,1.6236,17.5731,7.442,,,42.9697,65.0646,0.0792,4.3478,,,,,
000019.SZ,20241231,20250429,6.677,5.9749,16.6711,6.0305,,,-6.4501,-0.3087,0.2823,4.2686,,,,,
000019.SZ,20241231,20250429,6.677,5.9749,16.6711,6.0305,,,-6.4501,-0.3087,0.2823,4.2686,,,,,
000019.SZ,20240930,20241029,6.7488,4.4944,17.4534,6.3997,,,-10.8158,-5.9785,0.2122,4.1985,,,,,
000019.SZ,20240630,20240827,5.4056,2.4439,17.8372,5.3948,,,-23.2643,-22.9303,0.112,4.0982,,,,,
000019.SZ,20240331,20240426,5.2628,1.0381,19.0719,5.9199,,,-39.4038,-38.9479,0.0554,4.2415,,,,,
000019.SZ,20231231,20240416,7.2559,6.2046,15.5276,5.5999,,,-17.3351,-9.3075,0.3018,4.1859,,,,,
000019.SZ,20230930,20231028,7.6876,4.6633,16.8119,6.1181,,,-13.8723,0.7771,0.2379,4.1207,,,,,
000019.SZ,20230630,20230829,7.1506,3.1165,16.757,5.9203,,,-29.2084,-10.9784,0.1459,4.0287,,,,,
000019.SZ,20230331,20230426,8.7584,1.5622,18.5208,7.8694,,,-23.2782,-21.3476,0.0915,4.2242,,,,,
000019.SZ,20230331,20230426,8.7584,1.5622,18.5208,7.8694,,,-23.2782,-21.3476,0.0915,4.2242,,,,,
000020.SZ,20251231,20260421,8.4107,6.0505,11.0669,4.1312,,,-3.5315,11.0194,0.1252,1.5507,,,,,
000020.SZ,20250930,20251025,6.8444,3.4058,12.2574,3.114,,,49.3144,45.9856,0.0751,1.5007,,,,,
000020.SZ,20250630,20250819,6.981,2.3187,11.9646,3.1435,,,42.6213,41.8358,0.0506,1.4762,,,,,
000020.SZ,20250331,20250422,5.8272,0.993,9.3739,2.7909,,,9.9962,9.9095,0.0209,1.4465,,,,,
000020.SZ,20241231,20250422,9.5352,6.3235,11.212,4.4985,,,175.3518,121.0149,0.1297,1.4255,,,,,
000020.SZ,20240930,20241026,5.0772,2.8054,11.9922,2.3493,,,14.4535,11.0362,0.0503,1.3461,,,,,
000020.SZ,20240630,20240827,5.4064,1.9998,13.2148,2.4633,,,27.6403,18.98,0.0355,1.3313,,,,,
000020.SZ,20240331,20240423,5.828,1.1552,11.1984,2.4555,,,-16.2783,-14.1007,0.019,1.3148,,,,,
000020.SZ,20231231,20240423,3.7036,3.211,10.3438,1.8364,,,31.7399,20.8441,0.0471,1.2958,,,,,
000020.SZ,20230930,20231030,4.6116,2.8492,12.1961,2.0679,,,45.9796,40.4821,0.0439,1.2926,,,,,
000020.SZ,20230630,20230822,4.4066,1.795,13.7209,2.0901,,,-10.5545,-12.092,0.0278,1.2765,,,,,
000020.SZ,20230331,20230425,7.2112,1.4581,13.8347,3.6575,,,8.9135,5.4772,0.0227,1.2714,,,,,
000020.SZ,20230331,20230425,7.2112,1.4581,13.8347,3.6575,,,8.9135,5.4772,0.0227,1.2714,,,,,
000021.SZ,20251231,20260429,9.0951,6.1977,18.3238,9.1948,,,22.0707,38.5174,0.7252,8.3221,,,,,
000021.SZ,20250930,20251030,8.1883,4.1597,16.9117,8.7654,,,14.2659,23.3349,0.4833,8.1027,,,,,
000021.SZ,20250930,20251030,8.1883,4.1597,16.9117,8.7654,,,14.2659,23.3349,0.4833,8.1027,,,,,
000021.SZ,20250630,20250828,7.467,2.6874,15.7482,7.7553,,,25.3945,30.7161,0.2893,7.8651,,,,,
000021.SZ,20250331,20250430,5.9564,0.9874,16.2378,6.7735,,,46.9115,28.5809,0.1147,7.7883,,,,,
000021.SZ,20241231,20250425,8.147,4.6793,16.9794,7.3345,,,44.3289,27.8488,0.5962,7.6105,,,,,
000021.SZ,20240930,20241030,7.8295,3.3913,16.6014,7.4838,,,48.1181,35.9124,0.4238,7.4099,,,,,
000021.SZ,20240930,20241030,7.8295,3.3913,16.6014,7.4838,,,48.1181,35.9124,0.4238,7.4099,,,,,
000021.SZ,20240630,20240830,6.5502,2.111,16.6992,6.6404,,,21.3849,21.0719,0.2309,7.0752,,,,,
000021.SZ,20240331,20240430,4.4344,0.785,16.6,5.5512,,,20.5724,46.325,0.078,7.0549,,,,,
000021.SZ,20231231,20240411,6.058,3.5691,16.6458,5.7794,,,-2.1928,19.8204,0.4131,7.0244,,,,,
000021.SZ,20230930,20231027,5.6237,2.4899,14.6936,5.1419,,,-22.3945,0.1361,0.2861,6.9551,,,,,
000021.SZ,20230630,20230830,5.7288,1.6605,13.9761,4.7323,,,-34.8555,-15.9213,0.1902,6.6688,,,,,
000021.SZ,20230331,20230429,3.9,0.5653,10.747,3.123,,,-58.2952,-51.0681,0.0647,6.6648,,,,,
000021.SZ,20230331,20230429,3.9,0.5653,10.747,3.123,,,-58.2952,-51.0681,0.0647,6.6648,,,,,
000025.SZ,20251231,20260422,8.0408,6.8281,17.0749,9.6811,,,4.564,6.5506,0.3314,4.2376,,,,,
000025.SZ,20250930,20251028,9.3259,5.9634,17.5301,10.1631,,,14.3552,6.3684,0.2867,4.1929,,,,,
000025.SZ,20250630,20250822,9.6162,4.1002,16.1235,9.2945,,,9.5887,5.584,0.1949,4.1011,,,,,
000025.SZ,20250630,20250822,9.6162,4.1002,16.1235,9.2945,,,9.5887,5.584,0.1949,4.1011,,,,,
000025.SZ,20250331,20250425,7.8504,1.6339,20.1342,9.589,,,-2.8924,-6.5544,0.0794,4.0856,,,,,
000025.SZ,20241231,20250328,8.2041,6.7784,9.0644,5.3194,,,15.5382,6.6896,0.317,4.0062,,,,,
000025.SZ,20240930,20241024,8.7273,5.8342,8.8654,5.3854,,,46.6449,45.9045,0.2507,3.9406,,,,,
000025.SZ,20240630,20240821,9.3744,4.1763,8.1073,5.0322,,,73.6804,71.452,0.1778,3.8677,,,,,
000025.SZ,20240331,20240425,8.6948,1.8608,8.4392,4.8507,,,39.4613,39.0921,0.0818,3.8026,,,,,
000025.SZ,20231231,20240328,7.6059,6.8288,10.7434,6.0344,,,41.6295,52.7912,0.2743,3.7209,,,,,
000025.SZ,20230930,20231026,6.3961,4.2925,11.9461,6.2815,,,18.6536,27.7737,0.171,3.6359,,,,,
000025.SZ,20230630,20230824,5.8016,2.4934,13.6531,6.397,,,1.5173,6.8022,0.1024,3.5673,,,,,
000025.SZ,20230331,20230427,6.6588,1.2971,14.0854,7.4713,,,-25.2409,-23.2592,0.0586,3.5515,,,,,
000025.SZ,20230331,20230427,6.6588,1.2971,14.0854,7.4713,,,-25.2409,-23.2592,0.0586,3.5515,,,,,
000026.SZ,20251231,20260314,2.5955,3.1209,35.524,2.4888,,,-60.3732,-57.6741,0.2153,8.2229,,,,,
000026.SZ,20250930,20251025,4.9252,4.0588,35.8802,4.6737,,,-36.739,-38.6243,0.3083,8.3225,,,,,
000026.SZ,20250630,20250823,4.9034,2.6902,35.5536,4.621,,,-43.9674,-45.6986,0.2034,8.2156,,,,,
000026.SZ,20250331,20250425,5.2968,1.5185,35.091,4.9022,,,-39.9908,-39.5704,0.1118,8.5052,,,,,
000026.SZ,20241231,20250314,6.5525,7.1089,37.1608,5.5919,,,-33.8641,-34.5912,0.5385,8.3592,,,,,
000026.SZ,20240930,20241026,7.8604,6.3042,37.1634,6.5013,,,-25.582,-25.1372,0.4824,8.3051,,,,,
000026.SZ,20240630,20240821,8.8516,4.7093,37.1757,7.0862,,,-21.4822,-21.1437,0.3568,8.1686,,,,,
000026.SZ,20240331,20240425,8.9648,2.4025,36.3385,7.0881,,,-26.8345,-25.7526,0.1828,8.1972,,,,,
000026.SZ,20240331,20240425,8.9648,2.4025,36.3385,7.0881,,,-26.8345,-25.7526,0.1828,8.1972,,,,,
000026.SZ,20231231,20240314,10.2988,10.6738,36.4188,7.291,,,24.9349,27.3109,0.8082,8.029,,,,,
000026.SZ,20230930,20231021,11.0465,8.445,36.0272,7.5288,,,15.5598,18.0866,0.6439,7.8846,,,,,
000026.SZ,20230630,20230823,11.7746,5.9454,36.032,7.9253,,,33.1945,36.4754,0.4517,7.7334,,,,,
000026.SZ,20230630,20230823,11.7746,5.9454,36.032,7.9253,,,33.1945,36.4754,0.4517,7.7334,,,,,
000026.SZ,20230331,20230425,12.9204,3.2831,36.0282,8.5984,,,19.4958,18.4566,0.2505,7.7887,,,,,
000026.SZ,20230331,20230425,12.9204,3.2831,36.0282,8.5984,,,19.4958,18.4566,0.2505,7.7887,,,,,
000027.SZ,20251231,20260417,4.2601,3.8865,20.6711,7.0814,,,4.8971,2.2197,0.31,6.9008,,,,,
